id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
110075333,,20000,20000,20000.0,60 months,30.99,659.29,G,G5,Project Engineer,2 years,RENT,42000.0,Verified,Jun-2017,Current,n,,other,Other,061xx,CT,22.06,0,Jul-2008,0.0,,,11,0,15132.0,76.8,31,w,19248.21,19248.21,3210.37,3210.37,751.79,2458.58,0.0,0.0,0.0,Dec-2017,659.29,Jan-2018,Dec-2017,0,,1,Joint App,82000.0,19.49,Source Verified,0,0.0,53114.0,1.0,1.0,2.0,4.0,37982.0,88.0,0.0,2.0,3619.0,85.0,19700.0,0.0,0.0,2.0
79014283,,21000,21000,21000.0,60 months,9.16,437.56,B,B2,Associate Director of Training,10+ years,MORTGAGE,105500.0,Source Verified,May-2016,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,9.63,2,Mar-2000,0.0,12.0,,16,0,7546.0,26.6,29,w,15367.41,15367.41,8324.83,8324.83,5632.59,2670.36,21.88,0.0,0.0,Dec-2017,437.56,Jan-2018,May-2016,0,,1,Individual,,,,0,0.0,233475.0,1.0,1.0,2.0,5.0,35839.0,,0.0,2.0,5351.0,27.0,28400.0,0.0,0.0,4.0
99251978,,5000,5000,5000.0,36 months,11.49,164.86,B,B5,PersonalCFO,1 year,RENT,66000.0,Not Verified,Mar-2017,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,14.02,0,Jun-1985,1.0,40.0,57.0,26,1,11997.0,28.6,28,w,4032.15,4032.15,1315.69,1315.69,967.85,347.84,0.0,0.0,0.0,Nov-2017,164.86,Jan-2018,Dec-2017,0,,1,Individual,,,,0,1151.0,28103.0,2.0,0.0,1.0,23.0,16106.0,77.0,7.0,15.0,2575.0,45.0,41900.0,1.0,0.0,3.0
76003219,,15000,15000,15000.0,60 months,21.18,407.33,E,E3,Asst Manager,1 year,OWN,45000.0,Not Verified,Apr-2016,Current,n,,credit_card,Credit card refinancing,932xx,CA,26.13,0,Sep-2000,4.0,66.0,,13,0,7563.0,33.0,32,f,11814.41,11814.41,7853.99,7853.99,3185.59,4668.4,0.0,0.0,0.0,Dec-2017,407.33,Jan-2018,Dec-2017,0,66.0,1,Individual,,,,0,3261.0,28807.0,4.0,1.0,1.0,2.0,21244.0,68.0,5.0,7.0,2878.0,53.0,22900.0,2.0,0.0,4.0
83971335,,20000,20000,20000.0,36 months,12.79,671.86,C,C1,Firefighter/Paramedic,10+ years,RENT,97873.0,Verified,Jun-2016,Current,n,,credit_card,Credit card refinancing,953xx,CA,10.42,1,Dec-1983,0.0,18.0,,10,0,15688.0,74.4,16,f,11500.53,11500.53,11386.09,11386.09,8499.47,2886.62,0.0,0.0,0.0,Dec-2017,671.86,Jan-2018,Dec-2017,0,18.0,1,Individual,,,,0,0.0,26421.0,0.0,1.0,1.0,12.0,10733.0,64.0,0.0,1.0,4698.0,70.0,21100.0,0.0,1.0,0.0
76578887,,40000,40000,40000.0,36 months,5.32,1204.6,A,A1,Engineering Project Manager,10+ years,MORTGAGE,140000.0,Verified,Apr-2016,Current,n,,debt_consolidation,Debt consolidation,463xx,IN,21.34,0,Apr-1988,1.0,,,23,0,47206.0,50.4,36,w,18565.91,18565.91,24068.36,24068.36,21434.09,2634.27,0.0,0.0,0.0,Dec-2017,1204.6,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,305980.0,1.0,1.0,2.0,10.0,62651.0,68.0,2.0,5.0,8253.0,59.0,93700.0,1.0,0.0,5.0
90415929,,18000,18000,18000.0,60 months,22.39,501.14,E,E1,NCA Lead,5 years,RENT,45000.0,Source Verified,Sep-2016,Current,n,,debt_consolidation,Debt consolidation,080xx,NJ,17.97,0,Feb-2007,1.0,,87.0,9,1,15714.0,75.9,23,w,15383.23,15383.23,6971.18,6971.18,2616.77,4354.41,0.0,0.0,0.0,Dec-2017,501.14,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,25015.0,1.0,2.0,5.0,4.0,9301.0,100.0,2.0,4.0,5910.0,83.0,20700.0,7.0,6.0,5.0
89553164,,24000,24000,24000.0,36 months,18.99,879.63,D,D3,dog grooming and boarding,6 years,OWN,75000.0,Source Verified,Sep-2016,Current,n,,debt_consolidation,Debt consolidation,724xx,AR,22.34,0,Jul-1990,0.0,,,9,0,9898.0,63.9,18,f,15612.27,15612.27,13143.81,13143.81,8387.73,4756.08,0.0,0.0,0.0,Dec-2017,879.63,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,54468.0,1.0,2.0,3.0,6.0,44570.0,75.0,1.0,1.0,3990.0,73.0,15500.0,2.0,0.0,6.0
73874804,,24000,24000,24000.0,36 months,5.32,722.76,A,A1,Software Engineer,4 years,RENT,145000.0,Source Verified,Mar-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,840xx,UT,14.3,0,Mar-2007,0.0,42.0,,9,0,3683.0,8.6,23,w,0.0,0.0,25291.7396298986,25291.74,24000.0,1291.74,0.0,0.0,0.0,May-2017,15889.75,,Nov-2017,0,,1,Individual,,,,0,0.0,53676.0,2.0,1.0,2.0,5.0,49993.0,73.0,1.0,5.0,2597.0,48.0,43000.0,0.0,8.0,0.0
81474570,,25000,25000,24750.0,60 months,10.49,537.23,B,B3,Plant Operator,2 years,MORTGAGE,90000.0,Not Verified,Jun-2016,Fully Paid,n,,credit_card,Credit card refinancing,853xx,AZ,20.6,0,Jul-1995,1.0,,,7,0,21846.0,47.0,22,f,0.0,0.0,27438.5045759101,27164.12,25000.0,2438.5,0.0,0.0,0.0,Jul-2017,62.16,,Jul-2017,0,,1,Individual,,,,0,0.0,327422.0,0.0,0.0,2.0,13.0,51464.0,39.0,0.0,1.0,21846.0,44.0,46500.0,2.0,2.0,3.0
115379749,,35000,35000,35000.0,60 months,25.82,1044.19,E,E4,Manager,9 years,OWN,110000.0,Verified,Aug-2017,Current,n,,credit_card,Credit card refinancing,283xx,NC,10.68,0,Aug-1995,1.0,,,14,0,10227.0,50.9,21,w,33797.45,33797.45,4076.35,4076.35,1202.55,2873.8,0.0,0.0,0.0,Dec-2017,1044.19,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,18327.0,2.0,1.0,2.0,5.0,8100.0,90.0,1.0,2.0,3970.0,62.0,20100.0,0.0,1.0,1.0
115384646,,5000,5000,5000.0,36 months,15.05,173.45,C,C4,Resident Specialist,3 years,RENT,43000.0,Not Verified,Aug-2017,Current,n,,debt_consolidation,Debt consolidation,923xx,CA,29.14,0,Oct-2012,1.0,,,11,0,6293.0,27.4,13,f,4548.63,4548.63,689.62,689.62,451.37,238.25,0.0,0.0,0.0,Dec-2017,173.45,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,37408.0,1.0,2.0,3.0,2.0,31115.0,90.0,1.0,3.0,3182.0,65.0,23000.0,0.0,3.0,2.0
70060834,,5000,5000,5000.0,36 months,11.48,164.84,B,B5,Certifying Lab Technician,1 year,OWN,47840.0,Verified,Jan-2016,Current,n,,credit_card,Credit card refinancing,380xx,TN,32.71,2,Aug-1992,2.0,14.0,,18,0,12383.0,57.6,44,f,2005.74,2005.74,3788.13,3788.13,2994.26,793.87,0.0,0.0,0.0,Dec-2017,164.84,Jan-2018,Dec-2017,0,17.0,1,Individual,,,,0,2430.0,44602.0,2.0,1.0,2.0,6.0,32219.0,89.0,2.0,6.0,3392.0,64.0,21500.0,1.0,0.0,4.0
114186052,,18000,18000,18000.0,60 months,18.06,457.67,D,D2,Program Manager,9 years,OWN,91000.0,Not Verified,Aug-2017,Fully Paid,n,,home_improvement,Home improvement,603xx,IL,23.15,0,Sep-1993,0.0,35.0,,17,0,28011.0,63.1,39,w,0.0,0.0,18028.7154,18028.72,18000.0,28.72,0.0,0.0,0.0,Aug-2017,18046.78,,Jul-2017,0,,1,Individual,,,,0,0.0,258244.0,1.0,2.0,2.0,7.0,222515.0,99.0,0.0,1.0,17545.0,57.0,44400.0,1.0,0.0,1.0
97276328,,4800,4800,4800.0,36 months,8.24,150.95,B,B1,Teacher,< 1 year,RENT,42000.0,Source Verified,Feb-2017,Fully Paid,n,,car,Car financing,972xx,OR,6.63,0,Jul-2001,0.0,,,7,0,1805.0,10.7,18,w,0.0,0.0,5103.6573164061,5103.66,4800.0,303.66,0.0,0.0,0.0,Dec-2017,3749.5,,Dec-2017,0,,1,Individual,,,,0,0.0,15337.0,0.0,1.0,1.0,11.0,13532.0,62.0,0.0,0.0,1805.0,40.0,16900.0,0.0,0.0,0.0
101462728,,10000,10000,10000.0,36 months,5.32,301.15,A,A1,Rehabilitation Therapist - Music,10+ years,MORTGAGE,72000.0,Not Verified,Mar-2017,Current,n,,credit_card,Credit card refinancing,945xx,CA,22.13,0,Sep-1999,0.0,,,14,0,21291.0,66.3,30,w,7647.24,7647.24,2704.44,2704.44,2352.76,351.68,0.0,0.0,0.0,Dec-2017,301.15,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,284499.0,0.0,0.0,1.0,19.0,40969.0,51.0,0.0,0.0,19496.0,56.0,32100.0,0.0,0.0,0.0
92371868,,21000,21000,21000.0,60 months,22.74,588.87,E,E1,Sales Mgr,8 years,MORTGAGE,130000.0,Verified,Nov-2016,Current,n,,debt_consolidation,Debt consolidation,467xx,IN,15.12,0,May-2008,1.0,44.0,57.0,18,2,11409.0,49.0,40,w,18215.27,18215.27,7628.78,7628.78,2784.73,4844.05,0.0,0.0,0.0,Dec-2017,588.87,Jan-2018,Dec-2017,0,83.0,1,Individual,,,,0,0.0,338980.0,4.0,3.0,4.0,4.0,69585.0,95.0,3.0,5.0,1990.0,49.0,23400.0,0.0,3.0,4.0
118234955,,32900,32900,32900.0,60 months,14.08,766.9,C,C3,Office Manager,< 1 year,MORTGAGE,45000.0,Source Verified,Sep-2017,Current,n,,debt_consolidation,Debt consolidation,703xx,LA,25.09,0,Dec-1995,0.0,,,26,0,4263.0,3.6,42,w,32127.69,32127.69,1630.26,1630.26,772.31,857.95,0.0,0.0,0.0,Dec-2017,773.0,Jan-2018,Sep-2017,0,,1,Joint App,92000.0,30.21,Source Verified,0,0.0,182306.0,0.0,0.0,0.0,46.0,90018.0,125.0,0.0,1.0,1749.0,50.0,116900.0,0.0,0.0,0.0
76121965,,19300,19300,19250.0,36 months,28.34,801.87,G,G3,Manager,10+ years,RENT,54181.0,Verified,Apr-2016,Fully Paid,n,,credit_card,Credit card refinancing,112xx,NY,38.1,0,Aug-1997,1.0,,,9,0,16579.0,99.3,12,f,0.0,0.0,20842.4100119915,20788.41,19300.0,1542.41,0.0,0.0,0.0,Aug-2016,814.34,,Dec-2017,0,,1,Individual,,,,0,0.0,51094.0,0.0,1.0,2.0,10.0,34515.0,77.0,2.0,2.0,6996.0,87.0,16700.0,1.0,0.0,2.0
91556834,,11200,11200,11200.0,60 months,11.49,246.27,B,B5,Owner,10+ years,OWN,95000.0,Not Verified,Nov-2016,Current,n,,debt_consolidation,Debt consolidation,799xx,TX,26.0,0,Sep-1979,2.0,,,18,0,25283.0,63.0,38,w,9285.04,9285.04,3194.36,3194.36,1914.96,1279.4,0.0,0.0,0.0,Dec-2017,246.27,Jan-2018,Dec-2017,1,30.0,1,Individual,,,,0,0.0,74137.0,0.0,2.0,4.0,9.0,48854.0,80.0,0.0,0.0,5672.0,63.0,40400.0,0.0,0.0,2.0
89827410,,2200,2200,2200.0,36 months,18.99,80.64,D,D3,OCC Analyst,10+ years,MORTGAGE,72000.0,Verified,Sep-2016,Current,n,,debt_consolidation,Debt consolidation,770xx,TX,28.85,1,Aug-1995,3.0,23.0,,34,0,21367.0,40.5,76,w,1431.0,1431.0,1207.28,1207.28,769.0,438.28,0.0,0.0,0.0,Dec-2017,80.64,Jan-2018,Dec-2017,0,47.0,1,Individual,,,,0,4872.0,42282.0,4.0,1.0,5.0,10.0,20915.0,85.0,9.0,13.0,1943.0,55.0,52700.0,0.0,6.0,6.0
77480293,,9600,9600,9600.0,36 months,11.99,318.82,C,C1,Machining,5 years,MORTGAGE,54000.0,Not Verified,Apr-2016,Fully Paid,n,,credit_card,Credit card refinancing,119xx,NY,9.42,0,May-2002,0.0,,71.0,7,1,2714.0,34.4,13,w,0.0,0.0,10862.2135570535,10862.21,9600.0,1262.21,0.0,0.0,0.0,Sep-2017,6086.3,,Sep-2017,0,,1,Individual,,,,0,0.0,129870.0,0.0,0.0,2.0,22.0,12262.0,73.0,2.0,3.0,1775.0,61.0,7900.0,2.0,0.0,2.0
68775778,,27000,27000,27000.0,36 months,6.99,833.56,A,A3,Loan Operations supervisor,< 1 year,MORTGAGE,77000.0,Not Verified,Jan-2016,Current,n,,debt_consolidation,Debt consolidation,760xx,TX,18.89,0,Aug-1989,0.0,,,14,0,28886.0,41.3,23,w,10406.94,10406.94,19156.15,19156.15,16593.06,2563.09,0.0,0.0,0.0,Dec-2017,833.56,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,107644.0,0.0,0.0,0.0,40.0,13270.0,31.0,2.0,3.0,10599.0,37.0,70000.0,3.0,0.0,0.0
119360055,,5050,5050,5050.0,36 months,13.59,171.6,C,C2,Service Engineer,2 years,RENT,96000.0,Not Verified,Sep-2017,Current,n,,debt_consolidation,Debt consolidation,851xx,AZ,26.68,0,Dec-2006,0.0,67.0,,13,0,17510.0,85.8,30,w,4819.88,4819.88,358.45,358.45,230.12,128.33,0.0,0.0,0.0,Dec-2017,171.6,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,252060.0,0.0,0.0,1.0,24.0,40212.0,29.0,1.0,1.0,3435.0,64.0,20400.0,5.0,0.0,9.0
94035818,,10000,10000,10000.0,60 months,13.99,232.64,C,C3,,,RENT,37200.0,Not Verified,Nov-2016,Current,n,,debt_consolidation,Debt consolidation,120xx,NY,21.65,0,Mar-1995,0.0,,,11,0,13318.0,48.6,31,w,8514.46,8514.46,2783.91,2783.91,1485.54,1298.37,0.0,0.0,0.0,Dec-2017,232.64,Jan-2018,Dec-2017,0,,1,Individual,,,,0,55.0,18485.0,0.0,0.0,1.0,18.0,5167.0,82.0,2.0,3.0,4279.0,55.0,27400.0,0.0,4.0,0.0
76255051,,35000,35000,35000.0,36 months,18.25,1269.73,D,D3,RN-,2 years,OWN,90000.0,Source Verified,Apr-2016,Current,n,,major_purchase,Major purchase,463xx,IN,4.95,0,Mar-2003,2.0,32.0,,22,0,9037.0,25.2,48,f,17912.7,17912.7,25359.11,25359.11,17087.3,8271.81,0.0,0.0,0.0,Dec-2017,1269.73,Jan-2018,Dec-2017,0,,1,Individual,,,,0,289.0,14997.0,0.0,1.0,1.0,7.0,5960.0,101.0,5.0,9.0,2122.0,36.0,35800.0,2.0,1.0,9.0
91079598,,9000,9000,9000.0,36 months,13.49,305.38,C,C2,CNA,10+ years,OWN,48788.0,Verified,Oct-2016,Current,n,,credit_card,Credit card refinancing,890xx,NV,29.32,0,Jan-1996,0.0,34.0,,11,0,10002.0,36.0,17,w,5922.54,5922.54,4268.58,4268.58,3077.46,1191.12,0.0,0.0,0.0,Dec-2017,305.38,Jan-2018,Dec-2017,0,56.0,1,Individual,,,,0,175.0,22918.0,0.0,2.0,2.0,9.0,12916.0,37.0,0.0,4.0,4214.0,36.0,27800.0,0.0,0.0,0.0
114181565,,18600,18600,18600.0,60 months,9.93,394.56,B,B2,President,10+ years,OWN,219605.0,Verified,Aug-2017,Current,n,,credit_card,Credit card refinancing,945xx,CA,11.44,0,Mar-1976,0.0,57.0,,13,0,17975.0,27.7,36,w,17625.4,17625.4,1598.37,1598.37,974.6,623.77,0.0,0.0,0.0,Dec-2017,394.56,Jan-2018,Dec-2017,0,57.0,1,Individual,,,,0,0.0,36583.0,0.0,1.0,2.0,12.0,18608.0,,1.0,2.0,2937.0,28.0,64800.0,3.0,0.0,5.0
115384290,,4800,4800,4800.0,36 months,12.62,160.86,C,C1,Manager,< 1 year,OWN,75000.0,Source Verified,Aug-2017,Current,n,,credit_card,Credit card refinancing,282xx,NC,5.76,0,Jul-1992,2.0,,,14,0,7832.0,40.0,21,w,4351.47,4351.47,640.07,640.07,448.53,191.54,0.0,0.0,0.0,Dec-2017,160.86,Jan-2018,Aug-2017,0,,1,Joint App,120000.0,5.06,Source Verified,0,803.0,203852.0,3.0,0.0,0.0,119.0,0.0,,4.0,4.0,907.0,40.0,19600.0,2.0,0.0,5.0
88928887,,16350,16350,16350.0,60 months,25.49,484.61,E,E4,Loan Officer,6 years,RENT,55000.0,Source Verified,Oct-2016,In Grace Period,n,,debt_consolidation,Debt consolidation,972xx,OR,11.63,0,Jun-2006,0.0,,,8,0,6914.0,57.6,13,w,14332.14,14332.14,6326.31,6326.31,2017.86,4235.76,72.69,0.0,0.0,Dec-2017,484.61,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,15764.0,2.0,1.0,1.0,5.0,8850.0,93.0,2.0,2.0,2154.0,73.0,12000.0,0.0,0.0,0.0
92489949,,3775,3775,3775.0,36 months,25.49,151.08,E,E4,Agent,7 years,RENT,65000.0,Source Verified,Nov-2016,Current,n,,debt_consolidation,Debt consolidation,190xx,PA,15.4,0,Oct-1993,5.0,60.0,,11,0,11240.0,77.0,26,f,2726.27,2726.27,1969.19,1969.19,1048.73,920.46,0.0,0.0,0.0,Dec-2017,151.08,Jan-2018,Dec-2017,0,94.0,1,Individual,,,,0,0.0,24021.0,6.0,0.0,0.0,37.0,12781.0,61.0,9.0,10.0,7968.0,77.0,14600.0,1.0,2.0,2.0
95109959,,15000,15000,15000.0,36 months,16.99,534.72,D,D1,medical technologist,1 year,MORTGAGE,75000.0,Source Verified,Dec-2016,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,17.97,1,May-2003,1.0,12.0,45.0,10,1,3687.0,64.7,28,w,10815.97,10815.97,6402.48,6402.48,4184.03,2218.45,0.0,0.0,0.0,Dec-2017,534.72,Jan-2018,Dec-2017,0,31.0,1,Individual,,,,0,1000.0,317262.0,2.0,2.0,6.0,5.0,66673.0,92.0,1.0,2.0,1604.0,90.0,5700.0,4.0,5.0,9.0
108226702,,10000,10000,10000.0,36 months,13.59,339.79,C,C2,Project Manager,10+ years,MORTGAGE,60000.0,Not Verified,May-2017,Current,n,,debt_consolidation,Debt consolidation,175xx,PA,12.54,0,Oct-2002,0.0,49.0,,8,0,6153.0,47.3,18,w,8359.31,8359.31,2333.23,2333.23,1640.69,692.54,0.0,0.0,0.0,Dec-2017,339.79,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,217749.0,0.0,0.0,2.0,13.0,21438.0,84.0,0.0,1.0,2504.0,72.0,13000.0,0.0,1.0,0.0
90721645,,11000,11000,11000.0,36 months,17.99,397.63,D,D2,Data Manager,< 1 year,RENT,42000.0,Source Verified,Oct-2016,Current,n,,debt_consolidation,Debt consolidation,474xx,IN,8.15,0,Aug-2010,0.0,,,15,0,9684.0,35.7,16,f,7404.56,7404.56,5586.69,5586.69,3595.44,1991.25,0.0,0.0,0.0,Dec-2017,397.63,Jan-2018,Nov-2017,0,,1,Individual,,,,0,0.0,46234.0,0.0,0.0,1.0,13.0,36550.0,100.0,2.0,2.0,6272.0,73.0,27100.0,0.0,0.0,1.0
97386122,,12000,12000,11975.0,36 months,11.39,395.09,B,B3,Yacht mechanic,6 years,RENT,49000.0,Source Verified,Feb-2017,Current,n,,debt_consolidation,Debt consolidation,972xx,OR,16.19,0,Aug-1991,0.0,,52.0,15,1,20085.0,39.3,18,f,9064.91,9046.02,3943.31,3935.09,2935.09,1008.22,0.0,0.0,0.0,Dec-2017,395.09,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,20958.0,1.0,0.0,0.0,55.0,873.0,11.0,2.0,8.0,3062.0,35.0,51100.0,0.0,0.0,0.0
96869861,,6000,6000,6000.0,36 months,28.69,250.43,F,F1,Transaction Coordinatior,1 year,OWN,22000.0,Verified,Jan-2017,Current,n,,medical,Medical expenses,776xx,TX,31.26,0,Nov-2005,0.0,,,3,0,5898.0,73.7,9,f,4671.96,4671.96,2745.17,2745.17,1328.04,1417.13,0.0,0.0,0.0,Dec-2017,250.43,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,27582.0,0.0,1.0,2.0,10.0,21684.0,89.0,1.0,2.0,0.0,85.0,8000.0,1.0,3.0,2.0
108895743,,11200,11200,11200.0,60 months,10.42,240.29,B,B3,Quality Assurance,4 years,RENT,35000.0,Source Verified,May-2017,Current,n,,debt_consolidation,Debt consolidation,296xx,SC,13.79,0,Jun-2012,0.0,36.0,,8,0,15460.0,66.9,9,w,9950.79,9950.79,1902.69,1902.69,1249.21,653.48,0.0,0.0,0.0,Dec-2017,240.29,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,15460.0,0.0,0.0,0.0,59.0,0.0,,0.0,3.0,14913.0,67.0,23100.0,0.0,1.0,0.0
96896058,,5600,5600,5600.0,36 months,13.99,191.37,C,C3,PERSONAL BANKER,2 years,OWN,52000.0,Verified,Jan-2017,Late (31-120 days),n,,other,Other,480xx,MI,17.6,0,Feb-1988,1.0,24.0,,14,0,2777.0,27.2,36,f,4191.3,4191.3,1920.03,1920.03,1408.7,511.33,0.0,0.0,0.0,Oct-2017,191.37,Jan-2018,Nov-2017,0,24.0,1,Individual,,,,0,589.0,10029.0,0.0,0.0,1.0,21.0,7252.0,31.0,1.0,3.0,2046.0,30.0,10200.0,1.0,1.0,2.0
85017770,,12000,12000,12000.0,36 months,8.99,381.55,B,B1,Land Survey Technician,7 years,RENT,45000.0,Not Verified,Jul-2016,Current,n,,debt_consolidation,Debt consolidation,347xx,FL,34.49,0,Feb-2005,0.0,,,22,0,33721.0,48.4,52,w,6735.4,6735.4,6480.36,6480.36,5264.6,1215.76,0.0,0.0,0.0,Dec-2017,381.55,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,87941.0,0.0,0.0,1.0,15.0,54220.0,97.0,0.0,0.0,6971.0,70.0,69600.0,0.0,0.0,0.0
69594309,,21000,21000,21000.0,36 months,6.99,648.33,A,A3,Service coordinator,7 years,MORTGAGE,82000.0,Source Verified,Jan-2016,Fully Paid,n,,debt_consolidation,Debt consolidation,541xx,WI,27.81,0,May-2004,0.0,,,10,0,35623.0,76.6,20,w,0.0,0.0,22895.8831983635,22895.88,21000.0,1895.88,0.0,0.0,0.0,Oct-2017,9940.84,,Nov-2017,0,,1,Individual,,,,0,0.0,124124.0,0.0,0.0,2.0,22.0,21200.0,53.0,2.0,2.0,11636.0,66.0,46500.0,4.0,7.0,2.0
79721670,,20000,20000,20000.0,36 months,9.75,643.0,B,B3,Subcontractor,2 years,RENT,77000.0,Not Verified,May-2016,Current,n,,debt_consolidation,Debt consolidation,323xx,FL,25.16,0,Jan-2008,0.0,,,10,0,9820.0,23.4,12,w,10171.14,10171.14,12206.17,12206.17,9828.86,2377.31,0.0,0.0,0.0,Dec-2017,643.0,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,50583.0,0.0,1.0,2.0,11.0,40763.0,67.0,0.0,1.0,6303.0,49.0,42000.0,1.0,2.0,2.0
84840416,,15000,15000,15000.0,60 months,15.59,361.52,C,C5,Management Supervisor,< 1 year,RENT,85000.0,Source Verified,Jul-2016,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,26.95,0,Aug-2004,1.0,,,16,0,20837.0,70.2,46,w,11852.57,11852.57,6156.42,6156.42,3147.43,3008.99,0.0,0.0,0.0,Dec-2017,361.52,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,91423.0,0.0,0.0,1.0,24.0,70586.0,79.0,2.0,2.0,6199.0,77.0,29700.0,0.0,0.0,2.0
97355308,,4500,4500,4500.0,36 months,11.39,148.16,B,B3,RN,8 years,MORTGAGE,70000.0,Not Verified,Feb-2017,Current,n,,car,Car financing,386xx,MS,5.5,1,Sep-2003,0.0,19.0,73.0,11,1,17429.0,63.1,26,w,3399.33,3399.33,1478.75,1478.75,1100.67,378.08,0.0,0.0,0.0,Dec-2017,148.16,Jan-2018,Dec-2017,0,30.0,1,Individual,,,,0,0.0,61977.0,1.0,0.0,0.0,113.0,0.0,,3.0,6.0,7810.0,63.0,27600.0,0.0,0.0,1.0
113349234,,15000,15000,15000.0,60 months,19.03,389.36,D,D3,Team Leader Community Collaboration,4 years,RENT,50000.0,Not Verified,Jul-2017,Current,n,,credit_card,Credit card refinancing,130xx,NY,18.92,0,Jul-1999,0.0,49.0,,7,0,14548.0,87.6,9,w,14218.17,14218.17,1851.65,1851.65,781.83,1069.82,0.0,0.0,0.0,Dec-2017,389.36,Jan-2018,Dec-2017,0,,1,Individual,,,,0,0.0,85130.0,0.0,0.0,0.0,47.0,70582.0,121.0,0.0,2.0,6276.0,102.0,16600.0,0.0,0.0,1.0
89024971,,16100,16100,16100.0,36 months,10.99,527.02,B,B4,Superintendent,5 years,MORTGAGE,72000.0,Verified,Aug-2016,Current,n,,credit_card,,230xx,VA,33.77,0,Jun-2005,1.0,,77.0,20,2,14564.0,22.8,31,w,10026.55,10026.55,7905.06,7905.06,6073.45,1831.61,0.0,0.0,0.0,Dec-2017,527.02,Jan-2018,Dec-2017,0,,1,Joint App,72000.0,34.42,Not Verified,0,0.0,73856.0,1.0,1.0,5.0,12.0,59292.0,80.0,3.0,3.0,2303.0,53.0,64000.0,1.0,7.0,2.0
76052424,,14000,14000,14000.0,36 months,8.39,441.24,B,B1,Educational Team Leader,7 years,RENT,87500.0,Not Verified,Mar-2016,Current,n,,debt_consolidation,Debt consolidation,021xx,MA,21.01,7,Aug-2000,0.0,16.0,61.0,17,1,9892.0,61.4,55,w,6658.66,6658.66,8841.83,8841.83,7341.34,1500.49,0.0,0.0,0.0,Dec-2017,441.24,Jan-2018,Dec-2017,0,16.0,1,Individual,,,,0,0.0,290662.0,2.0,2.0,3.0,7.0,280770.0,122.0,2.0,3.0,6939.0,111.0,16100.0,0.0,0.0,5.0
96287208,,29400,29400,29400.0,60 months,17.99,746.41,D,D2,Caseworker,10+ years,MORTGAGE,60000.0,Not Verified,Jan-2017,Current,n,,debt_consolidation,Debt consolidation,153xx,PA,24.54,4,Dec-1987,2.0,5.0,,9,0,4615.0,65.0,38,w,25775.66,25775.66,8181.13,8181.13,3624.34,4556.79,0.0,0.0,0.0,Dec-2017,746.41,Jan-2018,Dec-2017,0,21.0,1,Joint App,84000.0,19.79,Not Verified,0,0.0,32574.0,2.0,1.0,2.0,5.0,27959.0,83.0,2.0,2.0,2408.0,80.0,7100.0,0.0,11.0,2.0
